Mod:Item:MetaData, Localized Name
artisanworktables:artisans_knife_bronze, Artisan's %s Knife
artisanworktables:artisans_knife_constantan, Artisan's %s Knife
artisanworktables:artisans_knife_copper, Artisan's %s Knife
artisanworktables:artisans_knife_electrum, Artisan's %s Knife
artisanworktables:artisans_knife_invar, Artisan's %s Knife
artisanworktables:artisans_knife_lead, Artisan's %s Knife
artisanworktables:artisans_knife_nickel, Artisan's %s Knife
artisanworktables:artisans_knife_platinum, Artisan's %s Knife
artisanworktables:artisans_knife_silver, Artisan's %s Knife
artisanworktables:artisans_knife_steel, Artisan's %s Knife
artisanworktables:artisans_knife_tin, Artisan's %s Knife
artisanworktables:artisans_knife_osmium, Artisan's %s Knife
artisanworktables:artisans_knife_boron, Artisan's %s Knife
artisanworktables:artisans_knife_toughalloy, Artisan's %s Knife
artisanworktables:artisans_knife_hardcarbon, Artisan's %s Knife
artisanworktables:artisans_knife_boronnitride, Artisan's %s Knife
artisanworktables:artisans_hatchet_wood, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_stone, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_iron, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_gold, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_diamond, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_flint, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_bone, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_aluminum, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_bronze, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_constantan, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_copper, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_electrum, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_invar, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_lead, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_nickel, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_platinum, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_silver, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_steel, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_tin, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_osmium, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_boron, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_toughalloy, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_hardcarbon, Artisan's %s Hatchet
artisanworktables:artisans_hatchet_boronnitride, Artisan's %s Hatchet
artisanworktables:artisans_file_wood, Artisan's %s File
artisanworktables:artisans_file_stone, Artisan's %s File
artisanworktables:artisans_file_iron, Artisan's %s File
artisanworktables:artisans_file_gold, Artisan's %s File
artisanworktables:artisans_file_diamond, Artisan's %s File
artisanworktables:artisans_file_flint, Artisan's %s File
artisanworktables:artisans_file_bone, Artisan's %s File
artisanworktables:artisans_file_aluminum, Artisan's %s File
artisanworktables:artisans_file_bronze, Artisan's %s File
artisanworktables:artisans_file_constantan, Artisan's %s File
artisanworktables:artisans_file_copper, Artisan's %s File
artisanworktables:artisans_file_electrum, Artisan's %s File
artisanworktables:artisans_file_invar, Artisan's %s File
artisanworktables:artisans_file_lead, Artisan's %s File
artisanworktables:artisans_file_nickel, Artisan's %s File
artisanworktables:artisans_file_platinum, Artisan's %s File
artisanworktables:artisans_file_silver, Artisan's %s File
artisanworktables:artisans_file_steel, Artisan's %s File
artisanworktables:artisans_file_tin, Artisan's %s File
artisanworktables:artisans_file_osmium, Artisan's %s File
artisanworktables:artisans_file_boron, Artisan's %s File
artisanworktables:artisans_file_toughalloy, Artisan's %s File
artisanworktables:artisans_file_hardcarbon, Artisan's %s File
artisanworktables:artisans_file_boronnitride, Artisan's %s File
artisanworktables:artisans_solderer_wood, Artisan's %s Solderer
artisanworktables:artisans_solderer_stone, Artisan's %s Solderer
artisanworktables:artisans_solderer_iron, Artisan's %s Solderer
artisanworktables:artisans_solderer_gold, Artisan's %s Solderer
artisanworktables:artisans_solderer_diamond, Artisan's %s Solderer
artisanworktables:artisans_solderer_flint, Artisan's %s Solderer
artisanworktables:artisans_solderer_bone, Artisan's %s Solderer
artisanworktables:artisans_solderer_aluminum, Artisan's %s Solderer
artisanworktables:artisans_solderer_bronze, Artisan's %s Solderer
artisanworktables:artisans_solderer_constantan, Artisan's %s Solderer
artisanworktables:artisans_solderer_copper, Artisan's %s Solderer
artisanworktables:artisans_solderer_electrum, Artisan's %s Solderer
artisanworktables:artisans_solderer_invar, Artisan's %s Solderer
artisanworktables:artisans_solderer_lead, Artisan's %s Solderer
artisanworktables:artisans_solderer_nickel, Artisan's %s Solderer
artisanworktables:artisans_solderer_platinum, Artisan's %s Solderer
artisanworktables:artisans_solderer_silver, Artisan's %s Solderer
artisanworktables:artisans_solderer_steel, Artisan's %s Solderer
artisanworktables:artisans_solderer_tin, Artisan's %s Solderer
artisanworktables:artisans_solderer_osmium, Artisan's %s Solderer
artisanworktables:artisans_solderer_boron, Artisan's %s Solderer
artisanworktables:artisans_solderer_toughalloy, Artisan's %s Solderer
artisanworktables:artisans_solderer_hardcarbon, Artisan's %s Solderer
artisanworktables:artisans_solderer_boronnitride, Artisan's %s Solderer
artisanworktables:toolbox, Toolbox
artisanworktables:mechanical_toolbox, Mechanical Toolbox
artisanautomation:automator, Mechanical Artisan
artisanautomation:automator_power_rf, Artisanal Power Converter (RF)
artisanautomation:upgrade_speed, Speed Upgrade
artisanautomation:upgrade_fluid_capacity, Fluid Capacity Upgrade
artisanautomation:upgrade_energy_capacity, Energy Capacity Upgrade
artisanautomation:upgrade_auto_export_items, Auto-Export Items Upgrade
artisanautomation:upgrade_auto_import_items, Auto-Import Items Upgrade
artisanautomation:upgrade_auto_import_export_items, Auto-Import / Export Items Upgrade
artisanautomation:upgrade_auto_import_fluids, Auto-Import Fluids Upgrade
artisanautomation:upgrade_tool_repair, Tool Repair Upgrade
backpack:stick:0, Stone Stick
backpack:stick:1, Iron Stick
backpack:bound_leather, Bound Leather
backpack:tanned_leather, Tanned Leather
backpack:backpack_frame:0, Wooden Frame
backpack:backpack_frame:1, Stone Frame
backpack:backpack_frame:2, Iron Frame
backpack:backpack_piece:0, Top Backpack Piece
backpack:backpack_piece:1, Middle Backpack Piece
backpack:backpack_piece:2, Bottom Backpack Piece
backpack:backpack:0, Small Backpack
backpack:backpack:1, Black Backpack
backpack:backpack:2, Red Backpack
backpack:backpack:3, Green Backpack
backpack:backpack:4, Brown Backpack
backpack:backpack:5, Blue Backpack
backpack:backpack:6, Purple Backpack
backpack:backpack:7, Cyan Backpack
backpack:backpack:8, Light Gray Backpack
backpack:backpack:9, Gray Backpack
backpack:backpack:10, Pink Backpack
backpack:backpack:11, Lime Backpack
backpack:backpack:12, Yellow Backpack
backpack:backpack:13, Light Blue Backpack
backpack:backpack:14, Magenta Backpack
backpack:backpack:15, Orange Backpack
backpack:backpack:16, White Backpack
backpack:backpack:100, Middle Backpack
backpack:backpack:101, Middle Black Backpack
backpack:backpack:102, Middle Red Backpack
backpack:backpack:103, Middle Green Backpack
backpack:backpack:104, Middle Brown Backpack
backpack:backpack:105, Middle Blue Backpack
backpack:backpack:106, Middle Purple Backpack
backpack:backpack:107, Middle Cyan Backpack
backpack:backpack:108, Middle Light Gray Backpack
backpack:backpack:109, Middle Gray Backpack
backpack:backpack:110, Middle Pink Backpack
backpack:backpack:111, Middle Lime Backpack
backpack:backpack:112, Middle Yellow Backpack
backpack:backpack:113, Middle Light Blue Backpack
backpack:backpack:114, Middle Magenta Backpack
backpack:backpack:115, Middle Orange Backpack
backpack:backpack:116, Middle White Backpack
backpack:backpack:200, Big Backpack
backpack:backpack:201, Big Black Backpack
backpack:backpack:202, Big Red Backpack
backpack:backpack:203, Big Green Backpack
backpack:backpack:204, Big Brown Backpack
backpack:backpack:205, Big Blue Backpack
backpack:backpack:206, Big Purple Backpack
backpack:backpack:207, Big Cyan Backpack
backpack:backpack:208, Big Light Gray Backpack
backpack:backpack:209, Big Gray Backpack
backpack:backpack:210, Big Pink Backpack
backpack:backpack:211, Big Lime Backpack
backpack:backpack:212, Big Yellow Backpack
backpack:backpack:213, Big Light Blue Backpack
backpack:backpack:214, Big Magenta Backpack
backpack:backpack:215, Big Orange Backpack
backpack:backpack:216, Big White Backpack
bdsandm:upgrade:0, Upgrade: Capacity x64
bdsandm:upgrade:1, Upgrade: Capacity x256
bdsandm:upgrade:2, Upgrade: Capacity x1024
bdsandm:upgrade:3, Upgrade: Capacity x4096
bdsandm:upgrade:4, Upgrade: Capacity Creative
bdsandm:upgrade:5, Upgrade: Ore Dictionary
bdsandm:upgrade:6, Upgrade: Void Overflow
bdsandm:upgrade:7, Uninstall Upgrades
bdsandm:crate_key, Crate Key
bdsandm:color_tool, Color Tool
bdsandm:wood_crate, Wooden Crate
bdsandm:wood_barrel, Wooden Barrel
bdsandm:metal_crate, Metal Crate
bdsandm:metal_barrel, Metal Drum
bdsandm:shipping_container, Shipping Container
betterbuilderswandsfix:break_core, Destruction Core
betterquesting:placeholder, Item Placeholder
betterquesting:extra_life:0, Extra Life
betterquesting:extra_life:1, Half Heart
betterquesting:extra_life:2, Quarter Heart
betterquesting:guide_book, Better Questing Starter Guide
bq_standard:loot_chest, Loot Chest
betterquesting:quest_book, Quest Book
betterquesting:submit_station, Object Submission Station (OSS)
chisel:auto_chisel, Auto Chisel
chisel:chisel_iron, Chisel
chisel:chisel_diamond, Diamond Chisel
chisel:chisel_hitech, iChisel
chisel:offsettool, Ender Offset Wand
cathedral:cathedral_railing_various:0, Stone Railing
cathedral:cathedral_railing_various:1, Sandstone Railing
cathedral:cathedral_railing_various:2, Red Sandstone Railing
cathedral:cathedral_railing_various:3, Obsidian Railing
cathedral:cathedral_railing_various:4, Netherbrick Railing
cathedral:cathedral_railing_various:5, Quartz Railing
cathedral:cathedral_railing_various:6, Endstone Railing
cathedral:cathedral_railing_various:7, Packed Ice Railing
cathedral:cathedral_railing_various:8, Snow Railing
cathedral:cathedral_railing_various:9, Marble Railing
cathedral:cathedral_railing_various:10, Limestone Railing
cathedral:cathedral_railing_various:11, Basalt Railing
cathedral:cathedral_railing_various:12, Dwarven Railing
cathedral:cathedral_pillar_various:0, Stone Pillar
cathedral:cathedral_pillar_various:1, Sandstone Pillar
cathedral:cathedral_pillar_various:2, Red Sandstone Pillar
cathedral:cathedral_pillar_various:3, Obsidian Pillar
cathedral:cathedral_pillar_various:4, Netherbrick Pillar
cathedral:cathedral_pillar_various:5, Quartz Pillar
cathedral:cathedral_pillar_various:6, Endstone Pillar
cathedral:cathedral_pillar_various:7, Packed Ice Pillar
cathedral:cathedral_pillar_various:8, Snow Pillar
cathedral:cathedral_pillar_various:9, Marble Pillar
cathedral:cathedral_pillar_various:10, Limestone Pillar
cathedral:cathedral_pillar_various:11, Basalt Pillar
cathedral:cathedral_pillar_various:12, Dwarven Pillar
cathedral:cathedral_glass_stained:0, Fire Taijitu Cathedral Glass
cathedral:cathedral_glass_stained:1, Amber Rhombus Cathedral Glass
cathedral:cathedral_pane_stained:0, Fire Taijitu Cathedral Glass Pane
cathedral:cathedral_pane_stained:1, Amber Rhombus Cathedral Glass Pane
cathedral:cathedral_chain_various:0, Iron Chain
cathedral:cathedral_chain_various:1, Gold Chain
cathedral:cathedral_chain_various:2, Dwarven Chain
cathedral:cathedral_chain_various:3, Copper Chain
cathedral:cathedral_chain_various:4, Bronze Chain
cathedral:cathedral_chain_various:5, Silver Chain
cathedral:cathedral_chain_various:6, Enderium Chain
cathedral:deckprism:0, White Deck Prism
cathedral:deckprism:1, Orange Deck Prism
cathedral:deckprism:2, Magenta Deck Prism
cathedral:deckprism:3, Light Blue Deck Prism
cathedral:deckprism:4, Yellow Deck Prism
cathedral:deckprism:5, Lime Deck Prism
cathedral:deckprism:6, Pink Deck Prism
cathedral:deckprism:7, Gray Deck Prism
cathedral:deckprism:8, Light Gray Deck Prism
cathedral:deckprism:9, Cyan Deck Prism
cathedral:deckprism:10, Purple Deck Prism
cathedral:deckprism:11, Blue Deck Prism
cathedral:deckprism:12, Brown Deck Prism
cathedral:deckprism:13, Green Deck Prism
cathedral:deckprism:14, Red Deck Prism
cathedral:deckprism:15, Black Deck Prism
cathedral:cathedral_gargoyle_demon_stone, Stone Gargoyle
cathedral:cathedral_gargoyle_demon_sandstone, Sandstone Gargoyle
cathedral:cathedral_gargoyle_demon_redsandstone, Red Sandstone Gargoyle
cathedral:cathedral_gargoyle_demon_obsidian, Obsidian Gargoyle
cathedral:cathedral_gargoyle_demon_netherbrick, Netherbrick Gargoyle
cathedral:cathedral_gargoyle_demon_quartz, Quartz Gargoyle
cathedral:cathedral_gargoyle_demon_endstone, Endstone Gargoyle
cathedral:cathedral_gargoyle_demon_packedice, Packed Ice Gargoyle
cathedral:cathedral_gargoyle_demon_snow, Snow Gargoyle
cathedral:cathedral_gargoyle_demon_marble, Marble Gargoyle
cathedral:cathedral_gargoyle_demon_limestone, Limestone Gargoyle
cathedral:cathedral_gargoyle_demon_basalt, Basalt Gargoyle
cathedral:cathedral_gargoyle_demon_dwemer, Dwarven Gargoyle
cathedral:basalt_block_carved:0, Basalt Paver
cathedral:basalt_block_carved:1, Basalt Poison
cathedral:basalt_block_carved:2, Basalt Sunken Tile
cathedral:basalt_block_carved:3, Basalt Vault
cathedral:basalt_block_carved:4, Basalt Sunken
cathedral:basalt_block_carved:5, Basalt Knotted
cathedral:basalt_slab_carved:0, Basalt Raw Slab
cathedral:basalt_slab_carved:1, Basalt Small Tiles Slab
cathedral:basalt_slab_carved:2, Basalt Layers Slab
cathedral:basalt_slab_carved:3, Basalt Bricks Slab
cathedral:basalt_slab_carved:4, Basalt Small Bricks Slab
cathedral:basalt_slab_carved:5, Basalt Tiles Slab
cathedral:basalt_slab_carved:6, Basalt Bevelled Slab
cathedral:basalt_stairs_carved_raw, Basalt Stairs
cathedral:basalt_stairs_carved_smalltiles, Basalt Small Tiles Stairs
cathedral:basalt_stairs_carved_layers, Basalt Layers Stairs
cathedral:basalt_stairs_carved_bricks, Basalt Bricks Stairs
cathedral:basalt_stairs_carved_smallbricks, Basalt Small Bricks Stairs
cathedral:basalt_stairs_carved_tiles, Basalt Tiles Stairs
cathedral:basalt_stairs_carved_slabs, Basalt Slabs Stairs
cathedral:basalt_block_checkered:0, Checkered
cathedral:basalt_block_checkered:1, Checkered Border
cathedral:basalt_block_checkered:2, Checkered Small
cathedral:basalt_block_checkered:3, Checkered Tiles
cathedral:basalt_block_checkered:4, Checkered Small Tiles
cathedral:basalt_slab_checkered:0, Checkered Slab
cathedral:basalt_slab_checkered:1, Checkered Small Slab
cathedral:basalt_slab_checkered:2, Checkered Tiles Slab
cathedral:basalt_slab_checkered:3, Checkered Small Tiles Slab
cathedral:basalt_stairs_checkered_normal, Checkered Stairs
cathedral:basalt_stairs_checkered_small, Checkered Small Tiles Stairs
cathedral:basalt_stairs_checkered_tiles, Checkered Tiles Stairs
cathedral:basalt_stairs_checkered_tilessmall, Checkered Bricks Stairs
cathedral:dwemer_block_carved:0, Dwarven Embedded Plate
cathedral:dwemer_block_carved:1, Dwarven Bordered Pillar
cathedral:dwemer_block_carved:2, Dwarven Stone Altar
cathedral:dwemer_block_carved:3, Dwarven Carved Snake
cathedral:dwemer_block_carved:4, Dwarven Carved Figures
cathedral:dwemer_block_carved:5, Dwarven Reinforced Brick
cathedral:dwemer_block_carved:6, Dwarven Scale Pillar
cathedral:dwemer_block_carved:7, Dwarven Worm Gear
cathedral:dwemer_block_carved:8, Dwarven Ray Carving
cathedral:dwemer_block_carved:9, Dwarven Knot
cathedral:dwemer_block_carved:10, Dwarven Mask
cathedral:dwemer_block_carved:11, Dwarven Panel
cathedral:dwemer_block_carved:12, Dwarven Vent
cathedral:dwemer_light_normal:0, Dwarven Path Lighting
cathedral:dwemer_light_normal:1, Dwarven Burning Vent
cathedral:dwemer_light_normal:2, Dwarven Gaslit Vent
cathedral:dwemer_glass_normal:0, Dwarven Metal Fence
cathedral:dwemer_glass_normal:1, Dwarven Metal Ornate
cathedral:dwemer_bars_normal:0, Dwarven Metal Bars
cathedral:dwemer_bars_normal:1, Dwarven Metal Bars Ornate
cathedral:dwemer_bars_normal:2, Dwarven Metal Bars Footer
cathedral:dwemer_bars_normal:3, Dwarven Metal Bars Header
cathedral:dwemer_bars_normal:4, Dwarven Metal Bars Mask
cathedral:dwemer_bars_normal:5, Dwarven Metal Bars Rhombus
cathedral:dwemer_door_normal, Short Dwarven Door
cathedral:dwemer_door_tall, Tall Dwarven Door
cathedral:extras_block_stone:0, Stone Paver
cathedral:extras_block_stone:1, Stone Knot
cathedral:extras_block_stone:2, Stone Embedded
cathedral:extras_block_stone:3, Stone Pillar
cathedral:extras_block_stone:4, Stone Vault
cathedral:extras_block_stone:5, Stone Metal Knot
cathedral:extras_block_endstone:0, Endstone Paver
cathedral:extras_block_endstone:1, Endstone Checkered Tiles
cathedral:extras_slab_endstone:0, Endstone Raw Slab
cathedral:extras_slab_endstone:1, Endstone Small Tiles Slab
cathedral:extras_slab_endstone:2, Endstone Layers Slab
cathedral:extras_slab_endstone:3, Endstone Bricks Slab
cathedral:extras_slab_endstone:4, Endstone Small Bricks Slab
cathedral:extras_slab_endstone:5, Endstone Tiles Slab
cathedral:extras_slab_endstone:6, Endstone Slab
cathedral:extras_slab_endstone:7, tile.extras_slab_endstone.checkered.name
cathedral:extras_stairs_endstone_raw, Endstone Raw Stairs
cathedral:extras_stairs_endstone_smalltiles, Endstone Small Tiles Stairs
cathedral:extras_stairs_endstone_layers, Endstone Layers Stairs
cathedral:extras_stairs_endstone_bricks, Endstone Bricks Stairs
cathedral:extras_stairs_endstone_smallbricks, Endstone Small Bricks Stairs
cathedral:extras_stairs_endstone_tiles, Endstone Tiles Stairs
cathedral:extras_stairs_endstone_slabs, Endstone Slabs Stairs
cathedral:extras_stairs_endstone_checkered, Endstone Checkered Stairs
cathedral:claytile, Unfired Clay Tile
cathedral:firedtile, Fired Clay Tile
cathedral:roofing_shingles_natural, Natural Terracotta Roof
cathedral:roofing_block_natural, Natural Terracotta Block
cathedral:roofing_slab_natural, Natural Terracotta Slab
cathedral:roofing_shingles_white, White Terracotta Roof
cathedral:roofing_block_white, White Terracotta Block
cathedral:roofing_slab_white, White Terracotta Slab
cathedral:roofing_shingles_orange, Orange Terracotta Roof
cathedral:roofing_block_orange, Orange Terracotta Block
cathedral:roofing_slab_orange, Orange Terracotta Slab
cathedral:roofing_shingles_magenta, Magenta Terracotta Roof
cathedral:roofing_block_magenta, Magenta Terracotta Block
cathedral:roofing_slab_magenta, Magenta Terracotta Slab
cathedral:roofing_shingles_light_blue, Light Blue Terracotta Roof
cathedral:roofing_block_light_blue, Light Blue Terracotta Block
cathedral:roofing_slab_light_blue, Light Blue Terracotta Slab
cathedral:roofing_shingles_yellow, Yellow Terracotta Roof
cathedral:roofing_block_yellow, Yellow Terracotta Block
cathedral:roofing_slab_yellow, Yellow Terracotta Slab
cathedral:roofing_shingles_lime, Lime Terracotta Roof
cathedral:roofing_block_lime, Lime Terracotta Block
cathedral:roofing_slab_lime, Lime Terracotta Slab
cathedral:roofing_shingles_pink, Pink Terracotta Roof
cathedral:roofing_block_pink, Pink Terracotta Block
cathedral:roofing_slab_pink, Pink Terracotta Slab
cathedral:roofing_shingles_gray, Gray Terracotta Roof
cathedral:roofing_block_gray, Gray Terracotta Block
cathedral:roofing_slab_gray, Gray Terracotta Slab
cathedral:roofing_shingles_silver, Light Gray Terracotta Roof
cathedral:roofing_block_silver, Light Gray Terracotta Block
cathedral:roofing_slab_silver, Light Gray Terracotta Slab
cathedral:roofing_shingles_cyan, Cyan Terracotta Roof
cathedral:roofing_block_cyan, Cyan Terracotta Block
cathedral:roofing_slab_cyan, Cyan Terracotta Slab
cathedral:roofing_shingles_purple, Purple Terracotta Roof
cathedral:roofing_block_purple, Purple Terracotta Block
cathedral:roofing_slab_purple, Purple Terracotta Slab
cathedral:roofing_shingles_blue, Blue Terracotta Roof
cathedral:roofing_block_blue, Blue Terracotta Block
cathedral:roofing_slab_blue, Blue Terracotta Slab
cathedral:roofing_shingles_brown, Brown Terracotta Roof
cathedral:roofing_block_brown, Brown Terracotta Block
cathedral:roofing_slab_brown, Brown Terracotta Slab
cathedral:roofing_shingles_green, Green Terracotta Roof
cathedral:roofing_block_green, Green Terracotta Block
cathedral:roofing_slab_green, Green Terracotta Slab
cathedral:roofing_shingles_red, Red Terracotta Roof
cathedral:roofing_block_red, Red Terracotta Block
cathedral:roofing_slab_red, Red Terracotta Slab
cathedral:roofing_shingles_black, Black Terracotta Roof
cathedral:roofing_block_black, Black Terracotta Block
cathedral:roofing_slab_black, Black Terracotta Slab
catwalks:blowtorch, Blowtorch
catwalks:cable, Classic Support Cables
catwalks:catwalk, tile.catwalks.catwalk.name
catwalks:ladder, Classic Ladder
catwalks:stair, WORK IN PROGRESS
cd4017be_lib:energy_supp, §dLaboratory Power Supply
cd4017be_lib:item_supp, §dLaboratory Item Supply
cd4017be_lib:fluid_supp, §dLaboratory Fluid Supply
cd4017be_lib:rrwi, §4Disabled Recipe!
cd4017be_lib:m:0, item.cd4017be.m
cellchem:cell_circuit_part, Cell Circuit
chem_signs:nfpa704, Fire Diamond (NFPA704)
chem_signs:ghs, GHS Pictogram
toolprogression:magic_mushroom, Magic™ Mushroom
cookingforblockheads:cooking_table, Cooking Table
cookingforblockheads:oven, Oven
cookingforblockheads:fridge, Fridge
cookingforblockheads:sink, Sink
cookingforblockheads:tool_rack, Tool Rack
cookingforblockheads:toaster, Toaster
cookingforblockheads:milk_jar, Milk Jar
cookingforblockheads:cow_jar, Cow in a Jar
cookingforblockheads:spice_rack, Spice Rack
cookingforblockheads:counter, Kitchen Counter
cookingforblockheads:cabinet, Kitchen Cabinet
cookingforblockheads:corner, Kitchen Corner
cookingforblockheads:kitchen_floor, Kitchen Floor
cookingforblockheads:fruit_basket, Fruit Basket
cookingforblockheads:cutting_board, Cutting Board
cookingforblockheads:recipe_book:0, Cooking for Blockheads
cookingforblockheads:recipe_book:1, Cooking for Blockheads I
cookingforblockheads:recipe_book:2, Cooking for Blockheads II
cookingforblockheads:heating_unit, Heating Unit
cookingforblockheads:ice_unit, Ice Unit
cookingforblockheads:preservation_chamber, Preservation Chamber
curvy_pipes:pipe:32766, Redstone Cable
curvy_pipes:pipe:0, Tiny Item Pipe
curvy_pipes:pipe:1, Small Item Pipe
curvy_pipes:pipe:2, Medium Item Pipe
curvy_pipes:pipe:3, Large Item Pipe
curvy_pipes:pipe:4, Huge Item Pipe
curvy_pipes:pipe:5, Tiny Fluid Pipe
curvy_pipes:pipe:6, Small Fluid Pipe
curvy_pipes:pipe:7, Medium Fluid Pipe
curvy_pipes:pipe:8, Large Fluid Pipe
curvy_pipes:pipe:9, Huge Fluid Pipe
curvy_pipes:pipe:10, Tiny Energy Pipe
curvy_pipes:pipe:11, Small Energy Pipe
curvy_pipes:pipe:12, Medium Energy Pipe
curvy_pipes:pipe:13, Large Energy Pipe
curvy_pipes:pipe:14, Huge Energy Pipe
mocreatures:kittybed_white, White Kitty Bed
mocreatures:kittybed_orange, Orange Kitty Bed
mocreatures:kittybed_magenta, Magenta Kitty Bed
mocreatures:kittybed_light_blue, Light Blue Kitty Bed
mocreatures:kittybed_yellow, Yellow Kitty Bed
mocreatures:kittybed_lime, Lime Kitty Bed
mocreatures:kittybed_pink, Pink Kitty Bed
mocreatures:kittybed_gray, Gray Kitty Bed
mocreatures:kittybed_silver, Light Gray Kitty Bed
mocreatures:kittybed_cyan, Cyan Kitty Bed
mocreatures:kittybed_purple, Purple Kitty Bed
mocreatures:kittybed_blue, Blue Kitty Bed
mocreatures:kittybed_brown, Brown Kitty Bed
mocreatures:kittybed_green, Green Kitty Bed
mocreatures:kittybed_red, Red Kitty Bed
mocreatures:kittybed_black, Black Kitty Bed
mocreatures:sharkteeth, Shark Tooth
mocreatures:sugarlump, Sugar Lumps
mocreatures:mocegg:0, Blue Fishy Egg
mocreatures:mocegg:1, Regal Blue Fishy Egg
mocreatures:mocegg:2, Orange White Stripe Fishy Egg
mocreatures:mocegg:3, Light Blue Fishy Egg
mocreatures:mocegg:4, Green Yellow Fishy Egg
mocreatures:mocegg:5, Green Fishy Egg
mocreatures:mocegg:6, Purple Fishy Egg
mocreatures:mocegg:7, Yellow Fishy Egg
mocreatures:mocegg:8, Orange Blue Stripe Fishy Egg
mocreatures:mocegg:9, Black White Fishy Egg
mocreatures:mocegg:10, Red Fishy Egg
mocreatures:mocegg:11, Shark Egg
mocreatures:mocegg:21, Dark Snake Egg
mocreatures:mocegg:22, Spotted Snake Egg
mocreatures:mocegg:23, Orange Snake Egg
mocreatures:mocegg:24, Green Snake Egg
mocreatures:mocegg:25, Coral Snake Egg
mocreatures:mocegg:26, Cobra Egg
mocreatures:mocegg:27, Rattlesnake Egg
mocreatures:mocegg:28, Python Egg
mocreatures:mocegg:30, Ostrich Egg
mocreatures:mocegg:31, Stolen Ostrich Egg
mocreatures:mocegg:33, Komodo Dragon Egg
mocreatures:mocegg:41, Earth Scorpion Egg
mocreatures:mocegg:42, Dark Scorpion Egg
mocreatures:mocegg:43, Fire Scorpion Egg
mocreatures:mocegg:44, Frost Scorpion Egg
mocreatures:mocegg:45, Undead Scorpion Egg
mocreatures:mocegg:50, Jungle Wyvern Egg
mocreatures:mocegg:51, Swamp Wyvern Egg
mocreatures:mocegg:52, Savanna Wyvern Egg
mocreatures:mocegg:53, Sand Wyvern Egg
mocreatures:mocegg:54, Mother Wyvern Egg
mocreatures:mocegg:55, Undead Wyvern Egg
mocreatures:mocegg:56, Light Wyvern Egg
mocreatures:mocegg:57, Dark Wyvern Egg
mocreatures:mocegg:58, Arctic Wyvern Egg
mocreatures:mocegg:59, Cave Wyvern Egg
mocreatures:mocegg:60, Mountain Wyvern Egg
mocreatures:mocegg:61, Sea Wyvern Egg
mocreatures:mocegg:62, Fire Manticore Egg
mocreatures:mocegg:63, Dark Manticore Egg
mocreatures:mocegg:64, Frost Manticore Egg
mocreatures:mocegg:65, Toxic Manticore Egg
mocreatures:mocegg:66, Manticore Egg
mocreatures:mocegg:70, Salmon Egg
mocreatures:mocegg:71, Cod Egg
mocreatures:mocegg:72, Bass Egg
mocreatures:mocegg:80, Anchovy Egg
mocreatures:mocegg:81, Angelfish Egg
mocreatures:mocegg:82, Anglerfish Egg
mocreatures:mocegg:83, Clownfish Egg
mocreatures:mocegg:84, Goldfish Egg
mocreatures:mocegg:85, Hippo Tang Egg
mocreatures:mocegg:86, Mandarinfish Egg
mocreatures:mocegg:90, Piranha Egg
mocreatures:bigcatclaw, Big Cat Claw
mocreatures:medallion, Medallion
mocreatures:kittylitter, Litter Box
mocreatures:woolball, Wool Ball
mocreatures:petfood, Pet Food
mocreatures:reptilehide, Reptile Hide
mocreatures:reptilehelmet, Reptile Cap
mocreatures:reptileplate, Reptile Tunic
mocreatures:reptilelegs, Reptile Pants
mocreatures:reptileboots, Reptile Boots
mocreatures:fur, Fur
mocreatures:omelet, Omelette
mocreatures:turtleraw, Raw Turtle
mocreatures:turtlecooked, Cooked Turtle
mocreatures:turtlesoup, Turtle Soup
mocreatures:staffportal, Wyvern Portal Staff
mocreatures:ancientsilverscrap, Ancient Silver Scrap
mocreatures:ancientsilveringot, Ancient Silver Ingot
mocreatures:ancientsilvernugget, Ancient Silver Nugget
mocreatures:fine_silver_ingot, Fine Silver Ingot
mocreatures:fine_silver_nugget, Fine Silver Nugget
mocreatures:ancient_silver_helmet, Ancient Silver Helmet
mocreatures:ancient_silver_chestplate, Ancient Silver Chestplate
mocreatures:ancient_silver_leggings, Ancient Silver Leggings
mocreatures:ancient_silver_boots, Ancient Silver Boots
